gen	time	h	d
932	9288	128.38773	29.536552
933	9365	128.73375	29.900768
934	9334	128.67702	29.99317
935	9258	129.12236	30.00355
936	9235	128.72389	30.103958
937	9299	128.55226	29.992867
938	9199	128.7413	29.651527
939	9319	128.6235	30.05236
940	9192	128.96548	29.763298
941	9362	129.28996	29.907509
942	9364	129.0857	29.83262
943	9323	128.71597	30.227654
944	9203	128.57507	30.64059
945	9119	128.49986	30.74658
946	8968	128.97737	30.90111
947	8979	128.7538	30.603367
948	9077	129.19472	30.295347
949	9152	129.50227	30.481783
950	9193	129.84685	30.267132
951	9188	130.18666	30.020191
952	9385	129.71844	30.392899
953	9147	129.43922	30.415483
954	9158	128.97467	30.765707
955	9065	129.13585	31.189825
956	8894	129.56937	31.012608
957	9001	129.18816	31.114752
958	9024	129.59045	31.398005
959	8936	130.04535	31.427938
960	9000	129.56975	31.076246
961	8968	129.33989	30.697655
962	9047	128.90758	30.805698
963	8986	129.11012	30.443449
964	9154	129.12698	30.932886
965	8982	129.13187	31.397173
966	8972	129.42747	31.243427
967	9030	129.86943	30.885303
968	9128	129.4395	30.853151
969	8973	129.06432	31.004053
970	9008	129.46234	30.743832
971	9116	129.79561	30.69401
972	9094	130.06804	30.780739
973	9158	129.7282	30.74046
974	8996	129.82362	30.495935
975	9121	129.90407	30.04057
976	9262	129.75667	29.804161
977	9286	130.09671	29.83032
978	9479	130.40112	29.669344
979	9500	130.47849	30.09491
980	9368	129.99208	30.448849
981	9196	130.44281	30.920588
982	9103	130.07126	31.251352
983	8896	130.51733	30.760897
984	9201	130.51395	31.055122
985	9057	130.1147	31.43871
986	9037	130.18407	31.36046
987	8901	130.16113	31.39879
988	8905	130.09444	31.335146
989	8995	130.11717	31.48199
990	8956	129.95166	31.204521
991	9021	130.22084	30.737907
992	9186	129.76477	30.657946
993	9056	129.59296	30.857166
994	8956	129.12305	30.60126
995	9140	129.12639	30.872993
996	9017	129.07779	30.592834
997	9131	129.33604	31.033054
998	9141	129.78773	31.116192
999	9019	130.25154	31.43939
time = 555 ms
